resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name,date,circuitRef,country,lat,lng,alt,driverRef,dob,nationality_driver,constructorRef,nationality_constructor,status,driver_age,is_dnf,podium,in_points,driver_standing_pts,driver_standing_pos,driver_wins_so_far,constructor_standing_pts,constructor_standing_pos,constructor_wins_so_far,quali_position,best_quali_sec,quali_gap_to_pole,pit_stop_count
20243,807,638,105,22.0,21,,R,11,0.0,57,,,,,,,5,1954,9,67,Spanish Grand Prix,1954-10-24,pedralbes,Spain,41.3903,2.11667,85,volonterio,1917-12-07,Swiss,maserati,Italian,Engine,36.9,1,0,0,0.0,68.0,0.0,,,,,,,0
19405,807,478,131,6.0,9,,R,12,0.0,50,,,,,,,98,1954,9,67,Spanish Grand Prix,1954-10-24,pedralbes,Spain,41.3903,2.11667,85,herrmann,1928-02-23,German,mercedes,German,Injection,26.7,1,0,0,8.0,7.0,0.0,,,,,,,0
19406,807,427,6,40.0,8,,R,13,0.0,47,,,,,,,6,1954,9,67,Spanish Grand Prix,1954-10-24,pedralbes,Spain,41.3903,2.11667,85,trintignant,1917-10-30,French,ferrari,Italian,Gearbox,37.0,1,0,0,17.0,4.0,0.0,,,,,,,0
19407,807,650,128,48.0,16,,R,14,0.0,37,,,,,,,5,1954,9,67,Spanish Grand Prix,1954-10-24,pedralbes,Spain,41.3903,2.11667,85,pollet,1922-07-02,French,gordini,French,Engine,32.3,1,0,0,0.0,71.0,0.0,,,,,,,0
19408,807,501,105,24.0,4,,R,15,0.0,29,,,,,,,7,1954,9,67,Spanish Grand Prix,1954-10-24,pedralbes,Spain,41.3903,2.11667,85,schell,1921-06-29,American,maserati,Italian,Transmission,33.3,1,0,0,0.0,26.0,0.0,,,,,,,0
19409,807,475,105,8.0,6,,R,16,0.0,20,,,,,,,94,1954,9,67,Spanish Grand Prix,1954-10-24,pedralbes,Spain,41.3903,2.11667,85,moss,1929-09-17,British,maserati,Italian,Oil pump,25.1,1,0,0,4.0,15.0,0.0,,,,,,,0
19410,807,554,128,46.0,18,,R,17,0.0,17,,,,,,,23,1954,9,67,Spanish Grand Prix,1954-10-24,pedralbes,Spain,41.3903,2.11667,85,behra,1921-02-16,French,gordini,French,Brakes,33.7,1,0,0,0.0,28.0,0.0,,,,,,,0
19411,807,680,6,30.0,19,,R,18,0.0,16,,,,,,,5,1954,9,67,Spanish Grand Prix,1954-10-24,pedralbes,Spain,41.3903,2.11667,85,swaters,1926-10-30,American,ferrari,Italian,Engine,28.0,1,0,0,0.0,37.0,0.0,,,,,,,0
19412,807,647,132,34.0,1,,R,19,1.0,10,,,,,,,8,1954,9,67,Spanish Grand Prix,1954-10-24,pedralbes,Spain,41.3903,2.11667,85,ascari,1918-07-13,Italian,lancia,Italian,Clutch,36.3,1,0,1,1.0,25.0,0.0,,,,,,,0
19413,807,633,132,36.0,5,,R,20,0.0,2,,,,,,,23,1954,9,67,Spanish Grand Prix,1954-10-24,pedralbes,Spain,41.3903,2.11667,85,villoresi,1909-05-16,Italian,lancia,Italian,Brakes,45.4,1,0,0,2.0,20.0,0.0,,,,,,,0
19414,807,626,6,20.0,17,,R,21,0.0,2,,,,,,,5,1954,9,67,Spanish Grand Prix,1954-10-24,pedralbes,Spain,41.3903,2.11667,85,manzon,1917-04-12,French,ferrari,Italian,Engine,37.5,1,0,0,4.0,14.0,0.0,,,,,,,0
19415,807,581,118,42.0,0,,W,22,0.0,0,,,,,,,3,1954,9,67,Spanish Grand Prix,1954-10-24,pedralbes,Spain,41.3903,2.11667,85,collins,1931-11-06,British,vanwall,British,Accident,23.0,1,0,0,0.0,34.0,0.0,,,,,,,0
19057,792,579,131,2.0,3,1.0,1,1,9.0,96,3:00:38.6,10838600.0,,,,,1,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,fangio,1911-06-24,Argentine,mercedes,German,Finished,43.6,0,1,1,9.0,1.0,1.0,,,,,,,0
19058,792,498,6,12.0,1,2.0,2,2,2.0,96,+1:29.6,10928200.0,,,,,1,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,gonzalez,1922-10-05,Argentine,ferrari,Italian,Finished,32.3,0,1,1,2.0,4.0,0.0,,,,,,,0
20244,792,642,6,12.0,1,2.0,2,2,2.0,96,+1:29.6,10928200.0,,,,,1,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,farina,1906-10-30,Italian,ferrari,Italian,Finished,48.2,0,1,1,3.33,3.0,0.0,,,,,,,0
20245,792,427,6,12.0,1,2.0,2,2,2.0,96,+1:29.6,10928200.0,,,,,1,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,trintignant,1917-10-30,French,ferrari,Italian,Finished,37.2,0,1,1,3.33,2.0,0.0,,,,,,,0
19059,792,642,6,10.0,5,3.0,3,3,1.33,94,,,,,,,12,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,farina,1906-10-30,Italian,ferrari,Italian,+2 Laps,48.2,0,1,1,3.33,3.0,0.0,,,,,,,0
20246,792,427,6,10.0,5,3.0,3,3,1.33,94,,,,,,,12,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,trintignant,1917-10-30,French,ferrari,Italian,+2 Laps,37.2,0,1,1,3.33,2.0,0.0,,,,,,,0
20247,792,620,6,10.0,5,3.0,3,3,1.33,94,,,,,,,12,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,maglioli,1928-06-05,Italian,ferrari,Italian,+2 Laps,26.6,0,1,1,1.33,6.0,0.0,,,,,,,0
19060,792,478,131,8.0,10,4.0,4,4,1.0,94,,,,,,,12,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,herrmann,1928-02-23,German,mercedes,German,+2 Laps,26.9,0,0,1,1.0,9.0,0.0,,,,,,,0
20248,792,648,131,8.0,10,4.0,4,4,1.0,94,,,,,,,12,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,kling,1910-09-16,German,mercedes,German,+2 Laps,44.3,0,0,1,1.0,8.0,0.0,,,,,,,0
20249,792,475,131,8.0,10,4.0,4,4,1.0,94,,,,,,,12,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,moss,1929-09-17,British,mercedes,German,+2 Laps,25.3,0,0,1,1.0,7.0,0.0,,,,,,,0
19061,792,643,105,18.0,16,5.0,5,5,2.0,91,,,,,,,15,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,mieres,1924-12-03,Argentine,maserati,Italian,+5 Laps,30.1,0,0,1,2.0,5.0,0.0,,,,,,,0
19062,792,501,105,28.0,7,6.0,6,6,0.0,88,,,,,,,18,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,schell,1921-06-29,American,maserati,Italian,+8 Laps,33.5,0,0,0,0.0,10.0,0.0,,,,,,,0
20250,792,554,105,28.0,7,6.0,6,6,0.0,88,,,,,,,18,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,behra,1921-02-16,French,maserati,Italian,+8 Laps,33.9,0,0,0,0.0,11.0,0.0,,,,,,,0
19063,792,577,105,22.0,18,7.0,7,7,0.0,83,,,,,,,53,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,musso,1924-07-28,Italian,maserati,Italian,+13 Laps,30.5,1,0,0,0.0,13.0,0.0,,,,,,,0
20251,792,644,105,22.0,18,7.0,7,7,0.0,83,,,,,,,53,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,mantovani,1929-05-22,Italian,maserati,Italian,+13 Laps,25.7,1,0,0,0.0,12.0,0.0,,,,,,,0
20252,792,501,105,22.0,18,7.0,7,7,0.0,83,,,,,,,53,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,schell,1921-06-29,American,maserati,Italian,+13 Laps,33.5,1,0,0,0.0,10.0,0.0,,,,,,,0
19064,792,644,105,20.0,19,,R,8,0.0,54,,,,,,,5,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,mantovani,1929-05-22,Italian,maserati,Italian,Engine,25.7,1,0,0,0.0,12.0,0.0,,,,,,,0
20253,792,554,105,20.0,19,,R,8,0.0,54,,,,,,,5,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,behra,1921-02-16,French,maserati,Italian,Engine,33.9,1,0,0,0.0,11.0,0.0,,,,,,,0
20254,792,577,105,20.0,19,,R,8,0.0,54,,,,,,,5,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,musso,1924-07-28,Italian,maserati,Italian,Engine,30.5,1,0,0,0.0,13.0,0.0,,,,,,,0
19065,792,645,105,26.0,20,,R,9,0.0,54,,,,,,,32,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,bucci,1920-09-04,Argentine,maserati,Italian,Fuel pressure,34.4,1,0,0,0.0,15.0,0.0,,,,,,,0
20255,792,501,105,26.0,20,,R,9,0.0,54,,,,,,,32,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,schell,1921-06-29,American,maserati,Italian,Fuel pressure,33.5,1,0,0,0.0,10.0,0.0,,,,,,,0
20256,792,496,105,26.0,20,,R,9,0.0,54,,,,,,,32,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,menditeguy,1914-08-10,Argentine,maserati,Italian,Fuel pressure,40.4,1,0,0,0.0,14.0,0.0,,,,,,,0
19066,792,646,128,42.0,17,,R,10,0.0,38,,,,,,,7,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,iglesias,1922-02-22,Argentine,gordini,French,Transmission,32.9,1,0,0,0.0,16.0,0.0,,,,,,,0
19067,792,427,6,14.0,14,,R,11,0.0,36,,,,,,,5,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,trintignant,1917-10-30,French,ferrari,Italian,Engine,37.2,1,0,0,3.33,2.0,0.0,,,,,,,0
19068,792,608,132,36.0,12,,R,12,0.0,35,,,,,,,3,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,castellotti,1930-10-10,Italian,lancia,Italian,Accident,24.3,1,0,0,0.0,18.0,0.0,,,,,,,0
20257,792,633,132,36.0,12,,R,12,0.0,35,,,,,,,3,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,villoresi,1909-05-16,Italian,lancia,Italian,Accident,45.7,1,0,0,0.0,17.0,0.0,,,,,,,0
19069,792,475,131,6.0,8,,R,13,0.0,29,,,,,,,69,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,moss,1929-09-17,British,mercedes,German,Fuel system,25.3,1,0,0,1.0,7.0,0.0,,,,,,,0
19070,792,623,105,30.0,21,,R,14,0.0,22,,,,,,,60,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,uria,1924-07-11,Uruguayan,maserati,Italian,Out of fuel,30.5,1,0,0,0.0,19.0,0.0,,,,,,,0
19071,792,647,132,32.0,2,,R,15,0.0,21,,,,,,,3,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,ascari,1918-07-13,Italian,lancia,Italian,Accident,36.5,1,0,0,0.0,20.0,0.0,,,,,,,0
19072,792,625,128,38.0,15,,R,16,0.0,7,,,,,,,7,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,bayol,1914-02-28,French,gordini,French,Transmission,40.9,1,0,0,0.0,21.0,0.0,,,,,,,0
19073,792,554,105,16.0,4,,R,17,0.0,2,,,,,,,3,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,behra,1921-02-16,French,maserati,Italian,Accident,33.9,1,0,0,0.0,11.0,0.0,,,,,,,0
19074,792,648,131,4.0,6,,R,18,0.0,2,,,,,,,3,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,kling,1910-09-16,German,mercedes,German,Accident,44.3,1,0,0,1.0,8.0,0.0,,,,,,,0
19075,792,633,132,34.0,11,,R,19,0.0,2,,,,,,,95,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,villoresi,1909-05-16,Italian,lancia,Italian,Fuel leak,45.7,1,0,0,0.0,17.0,0.0,,,,,,,0
19076,792,649,128,40.0,9,,R,20,0.0,1,,,,,,,3,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,birger,1924-01-07,Argentine,gordini,French,Accident,31.0,1,0,0,0.0,22.0,0.0,,,,,,,0
19077,792,496,105,24.0,13,,R,21,0.0,1,,,,,,,3,1955,1,25,Argentine Grand Prix,1955-01-16,galvez,Argentina,-34.6943,-58.4593,8,menditeguy,1914-08-10,Argentine,maserati,Italian,Accident,40.4,1,0,0,0.0,14.0,0.0,,,,,,,0
19078,793,427,6,44.0,9,1.0,1,1,8.0,100,2:58:09.8,10689800.0,,,,,1,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,trintignant,1917-10-30,French,ferrari,Italian,Finished,37.6,0,1,1,11.33,1.0,1.0,,,,,,,0
19079,793,608,132,30.0,4,2.0,2,2,6.0,100,+20.2,10710000.0,,,,,1,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,castellotti,1930-10-10,Italian,lancia,Italian,Finished,24.6,0,1,1,6.0,4.0,0.0,,,,,,,0
19080,793,554,105,34.0,5,3.0,3,3,2.0,99,,,,,,,11,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,behra,1921-02-16,French,maserati,Italian,+1 Lap,34.3,0,1,1,2.0,6.0,0.0,,,,,,,0
20258,793,607,105,34.0,5,3.0,3,3,2.0,99,,,,,,,11,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,perdisa,1932-10-21,Italian,maserati,Italian,+1 Lap,22.6,0,1,1,2.0,7.0,0.0,,,,,,,0
19081,793,642,6,42.0,14,4.0,4,4,3.0,99,,,,,,,11,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,farina,1906-10-30,Italian,ferrari,Italian,+1 Lap,48.6,0,0,1,6.33,3.0,0.0,,,,,,,0
19082,793,633,132,28.0,7,5.0,5,5,2.0,99,,,,,,,11,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,villoresi,1909-05-16,Italian,lancia,Italian,+1 Lap,46.0,0,0,1,2.0,8.0,0.0,,,,,,,0
19083,793,589,132,32.0,19,6.0,6,6,0.0,95,,,,,,,15,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,chiron,1899-08-03,Monegasque,lancia,Italian,+5 Laps,55.8,0,0,0,0.0,15.0,0.0,,,,,,,0
19084,793,650,128,10.0,20,7.0,7,7,0.0,91,,,,,,,19,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,pollet,1922-07-02,French,gordini,French,+9 Laps,32.9,0,0,0,0.0,18.0,0.0,,,,,,,0
19085,793,641,6,48.0,15,8.0,8,8,0.0,86,,,,,,,111,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,taruffi,1906-10-12,Italian,ferrari,Italian,+14 Laps,48.6,1,0,0,0.0,20.0,0.0,,,,,,,0
20259,793,632,6,48.0,15,8.0,8,8,0.0,86,,,,,,,111,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,frere,1917-01-30,Belgian,ferrari,Italian,+14 Laps,38.3,1,0,0,0.0,19.0,0.0,,,,,,,0
19086,793,475,131,16.0,3,9.0,9,9,0.0,81,,,,,,,124,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,moss,1929-09-17,British,mercedes,German,+19 Laps,25.7,1,0,0,1.0,11.0,0.0,,,,,,,0
19087,793,607,105,40.0,11,,R,10,0.0,86,,,,,,,20,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,perdisa,1932-10-21,Italian,maserati,Italian,Spun off,22.6,1,0,0,2.0,7.0,0.0,,,,,,,0
20260,793,554,105,40.0,11,,R,10,0.0,86,,,,,,,20,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,behra,1921-02-16,French,maserati,Italian,Spun off,34.3,1,0,0,2.0,6.0,0.0,,,,,,,0
19088,793,647,132,26.0,2,,R,11,0.0,80,,,,,,,3,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,ascari,1918-07-13,Italian,lancia,Italian,Accident,36.9,1,0,0,0.0,24.0,0.0,,,,,,,0
19089,793,501,6,46.0,18,,R,12,0.0,68,,,,,,,5,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,schell,1921-06-29,American,ferrari,Italian,Engine,33.9,1,0,0,0.0,14.0,0.0,,,,,,,0
19090,793,643,105,36.0,6,,R,13,0.0,64,,,,,,,7,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,mieres,1924-12-03,Argentine,maserati,Italian,Transmission,30.5,1,0,0,2.0,9.0,0.0,,,,,,,0
19091,793,625,128,12.0,16,,R,14,0.0,63,,,,,,,7,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,bayol,1914-02-28,French,gordini,French,Transmission,41.2,1,0,0,0.0,25.0,0.0,,,,,,,0
19092,793,579,131,2.0,1,,R,15,1.0,49,,,,,,,7,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,fangio,1911-06-24,Argentine,mercedes,German,Transmission,43.9,1,0,1,10.0,2.0,1.0,,,,,,,0
19093,793,626,128,8.0,13,,R,16,0.0,38,,,,,,,6,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,manzon,1917-04-12,French,gordini,French,Gearbox,38.1,1,0,0,0.0,27.0,0.0,,,,,,,0
19094,793,609,131,4.0,10,,R,17,0.0,24,,,,,,,5,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,simon,1920-01-05,French,mercedes,German,Engine,35.4,1,0,0,0.0,28.0,0.0,,,,,,,0
19095,793,578,118,18.0,12,,R,18,0.0,22,,,,,,,37,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,hawthorn,1929-04-10,British,vanwall,British,Throttle,26.1,1,0,0,0.0,29.0,0.0,,,,,,,0
19096,793,627,105,14.0,17,,R,19,0.0,8,,,,,,,95,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,rosier,1905-11-05,French,maserati,Italian,Fuel leak,49.5,1,0,0,0.0,30.0,0.0,,,,,,,0
19097,793,577,105,38.0,8,,R,20,0.0,7,,,,,,,7,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,musso,1924-07-28,Italian,maserati,Italian,Transmission,30.8,1,0,0,0.0,16.0,0.0,,,,,,,0
19098,793,651,105,22.0,0,,F,21,0.0,0,,,,,,,81,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,macklin,1919-09-02,British,maserati,Italian,Did not qualify,35.7,1,0,0,0.0,32.0,0.0,,,,,,,0
19099,793,652,133,24.0,0,,F,22,0.0,0,,,,,,,81,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,whiteaway,1928-11-01,British,hwm,British,Did not qualify,26.6,1,0,0,0.0,33.0,0.0,,,,,,,0
19100,793,478,131,4.0,0,,F,23,0.0,0,,,,,,,81,1955,2,6,Monaco Grand Prix,1955-05-22,monaco,Monaco,43.7347,7.42056,7,herrmann,1928-02-23,German,mercedes,German,Did not qualify,27.2,1,0,0,1.0,13.0,0.0,,,,,,,0
19101,794,628,113,6.0,14,1.0,1,1,8.0,200,3:53:59.53,14039530.0,,,,,1,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,sweikert,1926-05-20,American,kurtis_kraft,American,Finished,29.0,0,1,1,8.0,3.0,1.0,,,,,,,0
19102,794,529,113,10.0,2,2.0,2,2,3.0,200,+2:43.56,14203090.0,,,,,1,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,bettenhausen,1916-09-12,American,kurtis_kraft,American,Finished,38.7,0,1,1,3.0,7.0,0.0,,,,,,,0
20261,794,555,113,10.0,2,2.0,2,2,3.0,200,+2:43.56,14203090.0,,,,,1,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,paul_russo,1914-04-10,American,kurtis_kraft,American,Finished,41.1,0,1,1,3.0,8.0,0.0,,,,,,,0
19103,794,653,113,15.0,10,3.0,3,3,4.0,200,+3:32.36,14251890.0,,,,,1,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,davies,1929-08-08,American,kurtis_kraft,American,Finished,25.8,0,1,1,4.0,6.0,0.0,,,,,,,0
19104,794,512,114,44.0,33,4.0,4,4,3.0,200,+3:38.91,14258440.0,,,,,1,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,thomson,1922-04-09,American,kuzma,American,Finished,33.1,0,0,1,3.0,9.0,0.0,,,,,,,0
19105,794,654,113,77.0,7,5.0,5,5,1.0,200,+5:17.17,14356700.0,,,,,1,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,faulkner,1920-02-16,American,kurtis_kraft,American,Finished,35.3,0,0,1,1.0,19.0,0.0,,,,,,,0
20262,794,519,113,77.0,7,5.0,5,5,1.0,200,+5:17.17,14356700.0,,,,,1,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,homeier,1918-08-31,American,kurtis_kraft,American,Finished,36.7,0,0,1,1.0,20.0,0.0,,,,,,,0
19106,794,612,113,19.0,8,6.0,6,6,0.0,200,+5:57.94,14397470.0,,,,,1,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,linden,1922-04-05,American,kurtis_kraft,American,Finished,33.1,0,0,0,0.0,24.0,0.0,,,,,,,0
19107,794,538,113,71.0,16,7.0,7,7,0.0,200,+6:24.24,14423770.0,,,,,1,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,herman,1927-03-15,American,kurtis_kraft,American,Finished,28.2,0,0,0,0.0,27.0,0.0,,,,,,,0
19108,794,597,113,29.0,19,8.0,8,8,0.0,200,+6:41.60,14441130.0,,,,,1,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,connor,1928-10-09,American,kurtis_kraft,American,Finished,26.6,0,0,0,0.0,30.0,0.0,,,,,,,0
19109,794,556,113,48.0,17,9.0,9,9,0.0,200,+7:09.81,14469340.0,,,,,1,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,daywalt,1924-08-28,American,kurtis_kraft,American,Finished,30.8,0,0,0,0.0,32.0,0.0,,,,,,,0
19110,794,559,113,89.0,12,10.0,10,10,0.0,200,+7:46.54,14506070.0,,,,,1,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,flaherty,1926-01-06,American,kurtis_kraft,American,Finished,29.4,0,0,0,0.0,33.0,0.0,,,,,,,0
19111,794,518,114,98.0,18,11.0,11,11,0.0,197,,,,,,,13,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,darter,1913-05-05,American,kuzma,American,+3 Laps,42.1,0,0,0,0.0,34.0,0.0,,,,,,,0
19112,794,563,113,41.0,25,12.0,12,12,0.0,196,,,,,,,14,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,weyant,1923-04-03,American,kurtis_kraft,American,+4 Laps,32.2,0,0,0,0.0,35.0,0.0,,,,,,,0
19113,794,513,111,83.0,32,13.0,13,13,0.0,196,,,,,,,14,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,johnson,1919-02-10,American,trevis,American,+4 Laps,36.3,0,0,0,0.0,36.0,0.0,,,,,,,0
19114,794,509,108,33.0,20,14.0,14,14,0.0,191,,,,,,,19,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,rathmann,1928-07-16,American,epperly,American,+9 Laps,26.9,0,0,0,0.0,37.0,0.0,,,,,,,0
19115,794,528,109,12.0,21,,R,15,0.0,178,,,,,,,7,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,freeland,1925-03-25,American,phillips,American,Transmission,30.2,1,0,0,0.0,44.0,0.0,,,,,,,0
19116,794,655,113,22.0,9,,R,16,0.0,170,,,,,,,3,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,niday,1914-04-29,American,kurtis_kraft,American,Accident,41.1,1,0,0,0.0,46.0,0.0,,,,,,,0
19117,794,656,113,99.0,24,,R,17,0.0,168,,,,,,,5,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,cross,1918-01-24,American,kurtis_kraft,American,Engine,37.3,1,0,0,0.0,47.0,0.0,,,,,,,0
19118,794,523,111,81.0,31,,R,18,0.0,142,,,,,,,7,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,templeman,1919-08-12,American,trevis,American,Transmission,35.8,1,0,0,0.0,50.0,0.0,,,,,,,0
19119,794,611,113,8.0,6,,R,19,0.0,134,,,,,,,7,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,hanks,1914-07-13,American,kurtis_kraft,American,Transmission,40.9,1,0,0,0.0,51.0,0.0,,,,,,,0
19120,794,631,134,31.0,28,,R,20,0.0,120,,,,,,,48,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,andrews,1920-06-15,American,schroeder,American,Fuel pump,35.0,1,0,0,0.0,53.0,0.0,,,,,,,0
19121,794,593,113,16.0,27,,R,21,0.0,119,,,,,,,121,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,parsons,1918-07-04,American,kurtis_kraft,American,Magneto,36.9,1,0,0,0.0,56.0,0.0,,,,,,,0
19122,794,532,135,37.0,13,,R,22,0.0,112,,,,,,,80,1955,3,19,Indianapolis 500,1955-05-30,indianapolis,USA,39.795,-86.2347,223,russo,1925-11-19,American,pawl,American,Ignition,29.5,1,0,0,0.0,57.0,0.0,,,,,,,0
